cid,duration,campaign,pdays,previous,poutcome
3476,126,2,-1,0,unknown
3477,410,1,-1,0,unknown
3478,243,2,-1,0,unknown
3479,171,2,-1,0,unknown
3480,147,1,-1,0,unknown
3481,91,1,-1,0,unknown
3483,471,2,-1,0,unknown
3486,117,2,-1,0,unknown
3487,185,4,-1,0,unknown
3489,147,3,-1,0,unknown
3490,553,2,-1,0,unknown
3491,275,1,-1,0,unknown
3492,239,4,-1,0,unknown
3493,402,9,-1,0,unknown
3495,195,2,-1,0,unknown
3496,68,12,-1,0,unknown
3497,82,3,-1,0,unknown
3498,57,6,-1,0,unknown
3500,479,1,-1,0,unknown
3501,141,2,-1,0,unknown
3502,82,4,-1,0,unknown
3504,232,1,-1,0,unknown
3505,60,5,-1,0,unknown
3506,103,3,-1,0,unknown
3507,443,1,-1,0,unknown
3508,400,2,-1,0,unknown
3509,132,1,-1,0,unknown
3510,374,16,-1,0,unknown
3511,363,7,-1,0,unknown
3512,111,2,-1,0,unknown
3513,130,4,-1,0,unknown
3514,308,3,-1,0,unknown
3515,116,1,-1,0,unknown
3516,160,2,-1,0,unknown
3517,205,3,-1,0,unknown
3518,185,2,-1,0,unknown
3522,294,15,-1,0,unknown
3523,140,3,-1,0,unknown
3525,47,7,-1,0,unknown
3526,570,2,-1,0,unknown
3527,287,2,-1,0,unknown
3530,11,7,-1,0,unknown
3532,54,2,-1,0,unknown
3533,22,16,-1,0,unknown
3534,103,3,-1,0,unknown
3536,29,2,-1,0,unknown
3537,57,2,-1,0,unknown
3538,236,1,-1,0,unknown
3539,528,3,-1,0,unknown
3540,68,2,-1,0,unknown
3541,876,1,-1,0,unknown
3542,76,1,-1,0,unknown
3543,99,1,-1,0,unknown
3545,141,1,-1,0,unknown
3546,58,2,-1,0,unknown
3547,78,3,-1,0,unknown
3548,435,3,-1,0,unknown
3550,210,3,-1,0,unknown
3551,54,2,-1,0,unknown
3552,138,4,-1,0,unknown
3553,336,7,-1,0,unknown
3554,249,1,-1,0,unknown
3555,63,1,-1,0,unknown
3556,257,1,-1,0,unknown
3557,875,2,-1,0,unknown
3558,191,2,-1,0,unknown
3559,481,2,-1,0,unknown
3560,120,2,-1,0,unknown
3561,207,1,-1,0,unknown
3562,303,2,-1,0,unknown
3563,93,2,-1,0,unknown
3564,128,1,-1,0,unknown
3565,194,2,-1,0,unknown
3566,408,2,-1,0,unknown
3567,5,3,-1,0,unknown
3568,231,2,-1,0,unknown
3569,20,3,-1,0,unknown
3571,36,2,-1,0,unknown
3572,136,8,-1,0,unknown
3573,336,1,-1,0,unknown
3574,192,1,-1,0,unknown
3576,65,2,-1,0,unknown
3578,104,9,-1,0,unknown
3579,230,1,-1,0,unknown
3580,71,1,-1,0,unknown
3581,205,2,-1,0,unknown
3582,162,1,-1,0,unknown
3583,145,2,-1,0,unknown
3584,220,2,-1,0,unknown
3586,421,3,-1,0,unknown
3588,132,2,-1,0,unknown
3591,291,3,-1,0,unknown
3592,83,6,-1,0,unknown
3593,793,2,-1,0,unknown
3595,312,1,-1,0,unknown
3596,103,6,-1,0,unknown
3597,101,3,-1,0,unknown
3598,48,1,-1,0,unknown
3599,228,3,-1,0,unknown
3600,81,3,-1,0,unknown
3601,152,2,-1,0,unknown
3602,160,3,-1,0,unknown
3603,59,1,-1,0,unknown
3604,297,1,-1,0,unknown
3605,147,2,-1,0,unknown
3606,143,1,-1,0,unknown
3607,75,1,-1,0,unknown
3609,29,2,-1,0,unknown
3610,159,2,-1,0,unknown
3611,85,8,-1,0,unknown
3612,15,7,-1,0,unknown
3614,114,2,-1,0,unknown
3615,1117,2,-1,0,unknown
3616,343,2,-1,0,unknown
3617,59,2,-1,0,unknown
3618,31,1,-1,0,unknown
3619,212,2,-1,0,unknown
3620,157,6,-1,0,unknown
3621,96,1,-1,0,unknown
3622,245,2,-1,0,unknown
3623,72,4,-1,0,unknown
3624,700,1,-1,0,unknown
3626,312,3,-1,0,unknown
3628,55,10,-1,0,unknown
3629,38,3,-1,0,unknown
3630,96,3,-1,0,unknown
3631,397,1,-1,0,unknown
3632,208,3,-1,0,unknown
3633,122,3,-1,0,unknown
3635,74,1,-1,0,unknown
3636,72,1,-1,0,unknown
3637,383,2,-1,0,unknown
3638,113,3,-1,0,unknown
3639,400,1,-1,0,unknown
3640,387,8,-1,0,unknown
3641,59,2,-1,0,unknown
3643,1223,6,-1,0,unknown
3644,38,2,-1,0,unknown
3646,286,2,-1,0,unknown
3647,369,2,-1,0,unknown
3648,333,5,-1,0,unknown
3649,198,1,-1,0,unknown
3650,106,8,-1,0,unknown
3651,423,1,-1,0,unknown
3652,116,4,-1,0,unknown
3654,1101,2,-1,0,unknown
3656,384,6,-1,0,unknown
3658,99,3,-1,0,unknown
3660,20,2,-1,0,unknown
3661,258,1,-1,0,unknown
3662,85,6,-1,0,unknown
3663,355,1,-1,0,unknown
3664,66,3,-1,0,unknown
3665,467,1,-1,0,unknown
3667,744,1,-1,0,unknown
3668,185,4,-1,0,unknown
3669,13,5,-1,0,unknown
3671,127,1,-1,0,unknown
3672,45,2,-1,0,unknown
3673,244,3,-1,0,unknown
3674,2769,4,-1,0,unknown
3676,182,1,-1,0,unknown
3677,618,1,-1,0,unknown
3678,198,3,-1,0,unknown
3679,126,6,-1,0,unknown
3680,715,1,-1,0,unknown
3681,63,1,-1,0,unknown
3682,412,1,-1,0,unknown
3684,96,1,-1,0,unknown
3686,364,1,-1,0,unknown
3687,298,3,-1,0,unknown
3688,341,1,-1,0,unknown
3689,364,1,-1,0,unknown
3692,310,4,-1,0,unknown
3693,123,4,-1,0,unknown
3694,253,1,-1,0,unknown
3695,96,2,-1,0,unknown
3697,501,2,-1,0,unknown
3699,281,1,-1,0,unknown
3700,475,2,-1,0,unknown
3701,205,1,-1,0,unknown
3703,349,1,-1,0,unknown
3705,183,1,-1,0,unknown
3707,61,6,-1,0,unknown
3708,92,2,-1,0,unknown
3709,37,2,-1,0,unknown
3710,354,2,-1,0,unknown
3712,152,1,-1,0,unknown
3713,41,5,-1,0,unknown
3714,20,5,-1,0,unknown
3716,83,2,-1,0,unknown
3717,531,1,-1,0,unknown
3718,91,5,-1,0,unknown
3719,315,1,-1,0,unknown
3720,70,9,-1,0,unknown
3721,384,1,-1,0,unknown
3722,105,3,-1,0,unknown
3723,305,2,-1,0,unknown
3724,158,2,-1,0,unknown
3726,25,1,-1,0,unknown
3727,147,1,-1,0,unknown
3728,538,8,-1,0,unknown
3729,77,9,-1,0,unknown
3730,94,2,-1,0,unknown
3731,1721,2,-1,0,unknown
3733,104,1,-1,0,unknown
3734,587,2,-1,0,unknown
3735,1608,13,-1,0,unknown
3736,48,4,-1,0,unknown
3737,74,1,-1,0,unknown
3738,427,1,-1,0,unknown
3739,73,1,-1,0,unknown
3740,14,21,-1,0,unknown
3741,725,1,-1,0,unknown
3742,333,2,-1,0,unknown
3743,244,6,-1,0,unknown
3745,242,7,-1,0,unknown
3746,222,1,-1,0,unknown
3748,490,1,-1,0,unknown
3749,258,2,-1,0,unknown
3750,337,2,-1,0,unknown
3753,250,1,-1,0,unknown
3754,130,1,-1,0,unknown
3755,882,8,-1,0,unknown
3758,32,2,-1,0,unknown
3759,907,2,-1,0,unknown
3760,162,1,-1,0,unknown
3761,70,2,-1,0,unknown
3762,99,6,-1,0,unknown
3763,325,1,-1,0,unknown
3764,305,12,-1,0,unknown
3765,631,1,-1,0,unknown
3767,61,2,-1,0,unknown
3768,256,2,-1,0,unknown
3769,58,3,-1,0,unknown
3770,142,3,-1,0,unknown
3772,106,1,-1,0,unknown
3773,71,4,-1,0,unknown
3774,132,6,-1,0,unknown
3775,120,1,-1,0,unknown
3777,152,2,-1,0,unknown
3778,302,1,-1,0,unknown
3779,93,3,-1,0,unknown
3780,235,2,-1,0,unknown
3781,129,1,-1,0,unknown
3782,94,2,-1,0,unknown
3783,310,1,-1,0,unknown
3784,195,7,-1,0,unknown
3785,196,1,-1,0,unknown
3786,93,1,-1,0,unknown
3787,394,2,-1,0,unknown
3788,288,3,-1,0,unknown
3789,208,2,-1,0,unknown
3790,508,1,-1,0,unknown
3791,86,2,-1,0,unknown
3792,189,1,-1,0,unknown
3793,249,2,-1,0,unknown
3794,450,1,-1,0,unknown
3796,175,2,-1,0,unknown
3797,479,1,-1,0,unknown
3799,164,1,-1,0,unknown
3801,50,4,-1,0,unknown
3802,80,2,-1,0,unknown
3803,45,1,-1,0,unknown
3804,220,2,-1,0,unknown
3805,161,2,-1,0,unknown
3806,98,1,-1,0,unknown
3807,79,1,-1,0,unknown
3808,157,2,-1,0,unknown
3809,339,1,-1,0,unknown
3810,274,2,-1,0,unknown
3811,977,1,-1,0,unknown
3812,127,2,-1,0,unknown
3813,329,4,-1,0,unknown
3814,1441,3,-1,0,unknown
3815,231,1,-1,0,unknown
3818,335,1,-1,0,unknown
3820,429,3,-1,0,unknown
3821,383,6,-1,0,unknown
3822,40,1,-1,0,unknown
3823,110,2,-1,0,unknown
3824,326,1,-1,0,unknown
3825,179,3,-1,0,unknown
3826,132,8,-1,0,unknown
3827,95,1,-1,0,unknown
3828,248,2,-1,0,unknown
3830,226,10,-1,0,unknown
3831,174,3,-1,0,unknown
3833,176,2,-1,0,unknown
3834,106,2,-1,0,unknown
3837,230,3,-1,0,unknown
3838,140,7,-1,0,unknown
3839,118,2,-1,0,unknown
3840,151,10,-1,0,unknown
3841,693,2,-1,0,unknown
3842,31,1,-1,0,unknown
3843,125,2,-1,0,unknown
3846,159,3,-1,0,unknown
3847,504,2,-1,0,unknown
3848,29,28,-1,0,unknown
3850,332,2,-1,0,unknown
3853,517,4,-1,0,unknown
3854,2029,1,-1,0,unknown
3855,269,1,-1,0,unknown
3856,457,2,-1,0,unknown
3857,184,1,-1,0,unknown
3858,47,4,-1,0,unknown
3859,158,2,-1,0,unknown
3860,168,3,-1,0,unknown
3861,50,1,-1,0,unknown
3862,757,4,-1,0,unknown
3863,93,4,-1,0,unknown
3864,285,2,-1,0,unknown
3865,390,1,-1,0,unknown
3866,146,2,-1,0,unknown
3867,386,1,-1,0,unknown
3868,145,7,-1,0,unknown
3869,230,1,-1,0,unknown
3871,474,2,-1,0,unknown
3872,350,4,-1,0,unknown
3873,487,7,-1,0,unknown
3874,1009,2,-1,0,unknown
3876,82,3,-1,0,unknown
3877,183,1,-1,0,unknown
3878,139,5,-1,0,unknown
3879,115,3,-1,0,unknown
3880,124,2,-1,0,unknown
3881,633,28,-1,0,unknown
3882,718,1,-1,0,unknown
3883,63,1,-1,0,unknown
3886,391,1,-1,0,unknown
3887,85,3,-1,0,unknown
3888,373,1,-1,0,unknown
3889,289,2,-1,0,unknown
3892,483,1,-1,0,unknown
3893,26,2,-1,0,unknown
3894,112,3,-1,0,unknown
3895,213,2,-1,0,unknown
3896,129,1,-1,0,unknown
3898,104,1,-1,0,unknown
3899,184,1,-1,0,unknown
3900,120,3,-1,0,unknown
3901,159,4,-1,0,unknown
3902,391,3,-1,0,unknown
3903,112,2,-1,0,unknown
3904,76,1,-1,0,unknown
3905,189,2,-1,0,unknown
3906,94,1,-1,0,unknown
3907,184,3,-1,0,unknown
3908,100,2,-1,0,unknown
3909,57,1,-1,0,unknown
3910,525,3,-1,0,unknown
3911,60,1,-1,0,unknown
3912,251,11,-1,0,unknown
3913,251,3,-1,0,unknown
3914,219,6,-1,0,unknown
3915,976,12,-1,0,unknown
3916,46,1,-1,0,unknown
3917,185,3,-1,0,unknown
3918,587,2,-1,0,unknown
3919,65,2,-1,0,unknown
3920,491,1,-1,0,unknown
3921,432,2,-1,0,unknown
3922,102,1,-1,0,unknown
3925,106,2,-1,0,unknown
3926,81,1,-1,0,unknown
3927,89,23,-1,0,unknown
3928,95,2,-1,0,unknown
3929,322,1,-1,0,unknown
3934,5,1,-1,0,unknown
3935,464,5,-1,0,unknown
3936,222,1,-1,0,unknown
3937,469,1,-1,0,unknown
3938,99,1,-1,0,unknown
3939,297,2,-1,0,unknown
3940,41,3,-1,0,unknown
3941,390,1,-1,0,unknown
3942,535,2,-1,0,unknown
3943,269,2,-1,0,unknown
3945,73,6,-1,0,unknown
3946,650,1,-1,0,unknown
3947,53,2,-1,0,unknown
3948,270,1,-1,0,unknown
3949,119,6,-1,0,unknown
3950,634,2,-1,0,unknown
3951,72,2,-1,0,unknown
3954,164,2,-1,0,unknown
3955,196,1,-1,0,unknown
3956,78,4,-1,0,unknown
3957,897,4,-1,0,unknown
3958,22,8,-1,0,unknown
3959,161,3,-1,0,unknown
3960,23,4,-1,0,unknown
3961,490,2,-1,0,unknown
3962,359,1,-1,0,unknown
3963,213,2,-1,0,unknown
3964,122,1,-1,0,unknown
3965,587,4,-1,0,unknown
3966,199,6,-1,0,unknown
3967,261,2,-1,0,unknown
3968,5,3,-1,0,unknown
3969,1531,1,-1,0,unknown
3970,92,1,-1,0,unknown
3971,179,2,-1,0,unknown
3972,41,1,-1,0,unknown
3974,144,5,-1,0,unknown
3975,255,1,-1,0,unknown
3976,56,2,-1,0,unknown
3978,331,7,-1,0,unknown
3980,64,1,-1,0,unknown
3981,34,1,-1,0,unknown
3983,764,3,-1,0,unknown
3984,64,1,-1,0,unknown
3985,257,2,-1,0,unknown
3987,30,3,-1,0,unknown
3988,529,5,-1,0,unknown
3989,8,7,-1,0,unknown
3990,147,1,-1,0,unknown
3991,173,2,-1,0,unknown
3992,132,1,-1,0,unknown
3993,286,1,-1,0,unknown
3994,476,1,-1,0,unknown
3995,221,5,-1,0,unknown
3996,146,4,-1,0,unknown
3997,532,2,-1,0,unknown
3998,69,6,-1,0,unknown
4000,485,1,-1,0,unknown
4002,69,1,-1,0,unknown
4003,131,2,-1,0,unknown
4004,95,2,-1,0,unknown
4005,294,3,-1,0,unknown
4007,58,2,-1,0,unknown
4008,249,2,-1,0,unknown
4009,10,8,-1,0,unknown
4011,337,4,-1,0,unknown
4012,142,1,-1,0,unknown
4013,209,2,-1,0,unknown
4014,825,2,-1,0,unknown
4015,87,1,-1,0,unknown
4016,219,4,-1,0,unknown
4017,143,1,-1,0,unknown
4018,70,1,-1,0,unknown
4019,371,2,-1,0,unknown
4021,176,1,-1,0,unknown
4022,725,3,-1,0,unknown
4023,101,7,-1,0,unknown
4024,169,2,-1,0,unknown
4025,15,1,-1,0,unknown
4026,234,5,-1,0,unknown
4027,171,15,-1,0,unknown
4028,14,3,-1,0,unknown
4029,242,2,-1,0,unknown
4030,155,15,-1,0,unknown
4032,223,2,-1,0,unknown
4033,297,1,-1,0,unknown
4034,124,2,-1,0,unknown
4035,465,2,-1,0,unknown
4036,330,1,-1,0,unknown
4038,131,2,-1,0,unknown
4040,98,1,-1,0,unknown
4041,230,3,-1,0,unknown
4042,400,2,-1,0,unknown
4044,243,1,-1,0,unknown
4046,274,2,-1,0,unknown
4047,122,3,-1,0,unknown
4048,219,2,-1,0,unknown
4049,301,3,-1,0,unknown
4051,374,3,-1,0,unknown
4052,26,1,-1,0,unknown
4053,172,1,-1,0,unknown
4057,405,2,-1,0,unknown
4058,132,2,-1,0,unknown
4059,89,1,-1,0,unknown
4060,86,1,-1,0,unknown
4061,147,4,-1,0,unknown
4062,369,2,-1,0,unknown
4063,64,3,-1,0,unknown
4064,98,14,-1,0,unknown
4065,66,2,-1,0,unknown
4068,87,6,-1,0,unknown
4069,816,1,-1,0,unknown
4070,155,2,-1,0,unknown
4073,574,5,-1,0,unknown
4075,14,3,-1,0,unknown
4076,731,4,-1,0,unknown
4078,821,1,-1,0,unknown
4079,137,4,-1,0,unknown
4080,101,3,-1,0,unknown
4082,582,11,-1,0,unknown
4083,676,1,-1,0,unknown
4085,62,2,-1,0,unknown
4086,295,3,-1,0,unknown
4087,241,2,-1,0,unknown
4088,132,7,-1,0,unknown
4089,175,2,-1,0,unknown
4091,251,2,-1,0,unknown
4092,184,2,-1,0,unknown
4093,119,3,-1,0,unknown
4095,95,1,-1,0,unknown
4096,125,2,-1,0,unknown
4098,162,5,-1,0,unknown
4099,176,1,-1,0,unknown
4100,107,6,-1,0,unknown
4102,1231,2,-1,0,unknown
4103,200,4,-1,0,unknown
4104,103,2,-1,0,unknown
4105,150,2,-1,0,unknown
4106,108,7,-1,0,unknown
4109,353,3,-1,0,unknown
4110,742,4,-1,0,unknown
4111,200,1,-1,0,unknown
4112,177,1,-1,0,unknown
4113,151,2,-1,0,unknown
4114,147,1,-1,0,unknown
4115,193,6,-1,0,unknown
4116,112,2,-1,0,unknown
4117,108,1,-1,0,unknown
4118,107,2,-1,0,unknown
4119,106,2,-1,0,unknown
4120,463,3,-1,0,unknown
4121,131,3,-1,0,unknown
4122,140,2,-1,0,unknown
4123,163,4,-1,0,unknown
4124,2456,2,-1,0,unknown
4125,76,1,-1,0,unknown
4126,435,1,-1,0,unknown
4128,306,1,-1,0,unknown
4129,259,3,-1,0,unknown
4130,502,2,-1,0,unknown
4132,265,1,-1,0,unknown
4133,413,2,-1,0,unknown
4134,756,3,-1,0,unknown
4135,241,2,-1,0,unknown
4136,258,2,-1,0,unknown
4137,137,16,-1,0,unknown
4138,48,2,-1,0,unknown
4139,283,1,-1,0,unknown
4140,247,2,-1,0,unknown
4141,193,4,-1,0,unknown
4143,209,2,-1,0,unknown
4144,31,1,-1,0,unknown
4145,88,5,-1,0,unknown
4146,22,5,-1,0,unknown
4147,234,5,-1,0,unknown
4148,23,1,-1,0,unknown
4149,353,2,-1,0,unknown
4150,221,2,-1,0,unknown
4152,395,1,-1,0,unknown
4154,13,5,-1,0,unknown
4155,170,1,-1,0,unknown
4156,20,1,-1,0,unknown
4157,358,6,-1,0,unknown
4158,159,1,-1,0,unknown
4159,225,3,-1,0,unknown
4162,13,11,-1,0,unknown
4163,26,1,-1,0,unknown
4164,161,1,-1,0,unknown
4165,122,1,-1,0,unknown
4166,456,2,-1,0,unknown
4167,26,7,-1,0,unknown
4168,51,9,-1,0,unknown
4169,37,12,-1,0,unknown
4171,104,10,-1,0,unknown
4172,721,1,-1,0,unknown
4173,9,13,-1,0,unknown
4174,68,1,-1,0,unknown
4175,74,3,-1,0,unknown
4177,777,4,-1,0,unknown
4178,339,2,-1,0,unknown
4179,78,2,-1,0,unknown
4180,248,2,-1,0,unknown
4181,201,1,-1,0,unknown
4182,18,9,-1,0,unknown
4183,83,4,-1,0,unknown
4184,233,2,-1,0,unknown
4185,174,2,-1,0,unknown
4186,89,1,-1,0,unknown
4188,1017,1,-1,0,unknown
4189,548,2,-1,0,unknown
4190,213,4,-1,0,unknown
4191,210,1,-1,0,unknown
4193,541,19,-1,0,unknown
4194,104,1,-1,0,unknown
4195,171,1,-1,0,unknown
4196,387,2,-1,0,unknown
4198,57,1,-1,0,unknown
4199,97,1,-1,0,unknown
4200,474,2,-1,0,unknown
4201,115,6,-1,0,unknown
4204,645,2,-1,0,unknown
4205,210,2,-1,0,unknown
4206,97,1,-1,0,unknown
4209,126,2,-1,0,unknown
4210,1473,6,-1,0,unknown
4211,723,2,-1,0,unknown
4212,279,2,-1,0,unknown
4213,293,20,-1,0,unknown
4215,359,2,-1,0,unknown
4218,830,1,-1,0,unknown
4219,37,1,-1,0,unknown
4220,191,1,-1,0,unknown
4221,767,2,-1,0,unknown
4222,168,1,-1,0,unknown
4223,89,4,-1,0,unknown
4224,746,2,-1,0,unknown
4226,256,1,-1,0,unknown
4227,219,2,-1,0,unknown
4228,211,2,-1,0,unknown
4229,177,2,-1,0,unknown
4231,106,2,-1,0,unknown
4232,869,1,-1,0,unknown
4234,58,2,-1,0,unknown
4235,124,10,-1,0,unknown
4236,201,2,-1,0,unknown
4237,688,1,-1,0,unknown
4238,501,2,-1,0,unknown
4239,260,1,-1,0,unknown
4240,139,1,-1,0,unknown
4241,214,2,-1,0,unknown
4242,142,1,-1,0,unknown
4243,154,2,-1,0,unknown
4244,81,1,-1,0,unknown
4245,69,6,-1,0,unknown
4246,136,8,-1,0,unknown
4247,99,13,-1,0,unknown
4248,9,6,-1,0,unknown
4249,278,1,-1,0,unknown
4250,82,2,-1,0,unknown
4251,100,2,-1,0,unknown
4253,84,1,-1,0,unknown
4254,433,2,-1,0,unknown
4255,624,6,-1,0,unknown
4256,698,2,-1,0,unknown
4257,518,2,-1,0,unknown
4258,123,2,-1,0,unknown
4259,317,1,-1,0,unknown
4260,8,3,-1,0,unknown
4261,118,8,-1,0,unknown
4264,857,4,-1,0,unknown
4265,174,1,-1,0,unknown
4266,1130,4,-1,0,unknown
4267,13,5,-1,0,unknown
4268,198,2,-1,0,unknown
4269,503,1,-1,0,unknown
4270,249,3,-1,0,unknown
4271,343,2,-1,0,unknown
4272,479,2,-1,0,unknown
4274,15,5,-1,0,unknown
4275,427,3,-1,0,unknown
4276,921,2,-1,0,unknown
4278,73,2,-1,0,unknown
4279,65,2,-1,0,unknown
4280,94,2,-1,0,unknown
4281,192,3,-1,0,unknown
4283,641,1,-1,0,unknown
4284,305,2,-1,0,unknown
4286,115,1,-1,0,unknown
4287,141,1,-1,0,unknown
4288,24,14,-1,0,unknown
4289,264,5,-1,0,unknown
4290,66,2,-1,0,unknown
4292,622,1,-1,0,unknown
4293,104,4,-1,0,unknown
4294,76,2,-1,0,unknown
4295,149,1,-1,0,unknown
4296,601,1,-1,0,unknown
4297,509,2,-1,0,unknown
4298,174,1,-1,0,unknown
4299,57,2,-1,0,unknown
4300,187,2,-1,0,unknown
4301,493,2,-1,0,unknown
4302,18,44,-1,0,unknown
4303,257,1,-1,0,unknown
4304,196,2,-1,0,unknown
4305,144,3,-1,0,unknown
4306,285,7,-1,0,unknown
4307,627,1,-1,0,unknown
4308,136,2,-1,0,unknown
4309,27,3,-1,0,unknown
4311,362,1,-1,0,unknown
4312,214,5,-1,0,unknown
4314,103,6,-1,0,unknown
4316,219,1,-1,0,unknown
4317,984,1,-1,0,unknown
4318,60,2,-1,0,unknown
4319,145,1,-1,0,unknown
4321,129,1,-1,0,unknown
4322,77,13,-1,0,unknown
4323,226,1,-1,0,unknown
4326,205,1,-1,0,unknown
4327,484,2,-1,0,unknown
4328,800,1,-1,0,unknown
4329,231,1,-1,0,unknown
4330,102,1,-1,0,unknown
4331,240,3,-1,0,unknown
4332,350,2,-1,0,unknown
4334,366,1,-1,0,unknown
4335,115,1,-1,0,unknown
4336,260,4,-1,0,unknown
4337,327,2,-1,0,unknown
4339,166,1,-1,0,unknown
4340,171,7,-1,0,unknown
4342,224,8,-1,0,unknown
4343,1088,17,-1,0,unknown
4345,52,1,-1,0,unknown
4346,259,4,-1,0,unknown
4347,163,1,-1,0,unknown
4349,54,2,-1,0,unknown
4350,421,6,-1,0,unknown
4351,574,1,-1,0,unknown
4352,70,2,-1,0,unknown
4353,310,2,-1,0,unknown
4354,223,1,-1,0,unknown
4355,39,1,-1,0,unknown
4356,181,6,-1,0,unknown
4357,151,3,-1,0,unknown
4358,270,15,-1,0,unknown
4359,110,5,-1,0,unknown
4360,94,2,-1,0,unknown
4361,90,2,-1,0,unknown
4362,115,6,-1,0,unknown
4365,506,1,-1,0,unknown
4366,151,2,-1,0,unknown
4367,812,1,-1,0,unknown
4368,119,1,-1,0,unknown
4370,352,3,-1,0,unknown
4371,383,1,-1,0,unknown
4372,21,3,-1,0,unknown
4374,866,2,-1,0,unknown
4375,10,3,-1,0,unknown
4376,240,1,-1,0,unknown
4377,291,4,-1,0,unknown
4378,115,2,-1,0,unknown
4379,366,2,-1,0,unknown
4380,153,1,-1,0,unknown
4381,197,2,-1,0,unknown
4382,106,4,-1,0,unknown
4383,41,2,-1,0,unknown
4384,112,1,-1,0,unknown
4385,30,9,-1,0,unknown
4386,211,3,-1,0,unknown
4387,313,5,-1,0,unknown
4389,181,1,-1,0,unknown
4390,118,4,-1,0,unknown
4391,57,1,-1,0,unknown
4392,102,2,-1,0,unknown
4393,239,4,-1,0,unknown
4394,187,3,-1,0,unknown
4395,66,2,-1,0,unknown
4396,206,6,-1,0,unknown
4399,260,2,-1,0,unknown
4400,347,1,-1,0,unknown
4401,697,2,-1,0,unknown
4402,182,3,-1,0,unknown
4403,549,2,-1,0,unknown
4404,1151,5,-1,0,unknown
4405,445,1,-1,0,unknown
4406,213,5,-1,0,unknown
4407,409,2,-1,0,unknown
4408,873,8,-1,0,unknown
4409,147,5,-1,0,unknown
4410,85,2,-1,0,unknown
4411,339,3,-1,0,unknown
4412,96,1,-1,0,unknown
4413,195,1,-1,0,unknown
4415,101,2,-1,0,unknown
4416,96,2,-1,0,unknown
4417,563,1,-1,0,unknown
4418,670,1,-1,0,unknown
4419,190,3,-1,0,unknown
4420,351,1,-1,0,unknown
4422,59,1,-1,0,unknown
4423,446,2,-1,0,unknown
4425,213,1,-1,0,unknown
4426,371,2,-1,0,unknown
4427,54,2,-1,0,unknown
4428,118,6,-1,0,unknown
4430,81,1,-1,0,unknown
4431,157,1,-1,0,unknown
4432,194,1,-1,0,unknown
4433,129,2,-1,0,unknown
4437,359,3,-1,0,unknown
4438,168,2,-1,0,unknown
4439,148,1,-1,0,unknown
4440,197,1,-1,0,unknown
4441,42,2,-1,0,unknown
4442,118,3,-1,0,unknown
4443,299,2,-1,0,unknown
4444,198,2,-1,0,unknown
4445,361,1,-1,0,unknown
4446,217,1,-1,0,unknown
4447,25,1,-1,0,unknown
4449,129,2,-1,0,unknown
4450,592,4,-1,0,unknown
4451,331,6,-1,0,unknown
4452,353,2,-1,0,unknown
4453,256,3,-1,0,unknown
4455,101,2,-1,0,unknown
4456,599,2,-1,0,unknown
4458,412,1,-1,0,unknown
4461,127,1,-1,0,unknown
4462,212,1,-1,0,unknown
4463,151,12,-1,0,unknown
4465,8,6,-1,0,unknown
4467,180,1,-1,0,unknown
4468,87,1,-1,0,unknown
4469,59,5,-1,0,unknown
4470,81,4,-1,0,unknown
4471,207,1,-1,0,unknown
4472,216,4,-1,0,unknown
4473,322,2,-1,0,unknown
4475,73,1,-1,0,unknown
4476,371,2,-1,0,unknown
4477,298,5,-1,0,unknown
4478,101,2,-1,0,unknown
4479,110,1,-1,0,unknown
4480,107,2,-1,0,unknown
4481,743,1,-1,0,unknown
4482,644,2,-1,0,unknown
4483,169,1,-1,0,unknown
4484,380,1,-1,0,unknown
4485,663,4,-1,0,unknown
4487,514,1,-1,0,unknown
4488,128,1,-1,0,unknown
4491,111,4,-1,0,unknown
4492,169,1,-1,0,unknown
4494,205,6,-1,0,unknown
4495,576,3,-1,0,unknown
4496,1476,3,-1,0,unknown
4497,171,3,-1,0,unknown
4498,185,2,-1,0,unknown
4499,676,6,-1,0,unknown
4500,362,1,-1,0,unknown
4501,193,2,-1,0,unknown
4502,63,4,-1,0,unknown
4503,43,1,-1,0,unknown
4504,816,6,-1,0,unknown
4506,1234,3,-1,0,unknown
4507,85,4,-1,0,unknown
4508,306,1,-1,0,unknown
4509,509,2,-1,0,unknown
4510,210,3,-1,0,unknown
4511,129,2,-1,0,unknown
4512,1263,2,-1,0,unknown
4513,660,2,-1,0,unknown
4514,356,2,-1,0,unknown
4516,624,5,-1,0,unknown
4517,329,5,-1,0,unknown
4518,153,1,-1,0,unknown
4519,151,11,-1,0,unknown
