cid,age,job,marital,education,default,balance,housing,loan
601,58,retired,divorced,tertiary,no,264,yes,yes
602,52,entrepreneur,married,tertiary,no,54,yes,yes
603,50,blue-collar,married,primary,no,12519,yes,no
604,32,services,single,secondary,no,2881,no,no
605,42,blue-collar,married,primary,no,0,yes,no
606,31,admin.,married,secondary,no,88,yes,yes
607,28,blue-collar,married,secondary,no,1020,yes,no
608,36,technician,divorced,tertiary,no,119,no,no
609,51,unemployed,single,tertiary,no,1594,no,no
610,46,technician,married,tertiary,no,342,yes,yes
611,50,services,single,secondary,no,72,no,no
612,32,blue-collar,married,secondary,no,14,yes,no
613,26,entrepreneur,single,tertiary,no,81,no,no
614,41,self-employed,married,tertiary,no,231,no,no
615,39,technician,married,tertiary,no,1161,yes,no
616,31,blue-collar,married,secondary,no,-45,yes,no
617,28,management,single,tertiary,no,231,yes,yes
618,31,management,single,secondary,no,36,no,no
619,30,technician,married,tertiary,no,1570,yes,no
620,35,technician,married,tertiary,no,7050,no,no
621,33,blue-collar,married,primary,no,3704,yes,no
622,30,technician,single,tertiary,no,6619,yes,no
623,32,blue-collar,single,secondary,no,-84,yes,no
624,40,management,single,tertiary,no,1509,no,no
625,31,self-employed,married,tertiary,no,1134,no,no
626,36,technician,married,secondary,no,146,yes,yes
627,33,management,single,tertiary,no,9449,yes,no
628,57,retired,married,secondary,no,374,yes,yes
629,45,technician,married,secondary,no,88,no,no
630,59,management,married,tertiary,no,2764,no,no
631,30,management,single,tertiary,no,2,yes,yes
632,33,technician,married,tertiary,no,8023,no,no
633,52,blue-collar,married,secondary,no,289,yes,no
634,83,retired,married,secondary,no,0,no,no
635,58,self-employed,divorced,tertiary,no,1382,no,no
636,33,management,divorced,tertiary,yes,280,no,yes
637,41,blue-collar,divorced,primary,no,2195,yes,no
638,31,self-employed,married,secondary,no,33,no,no
639,35,blue-collar,divorced,secondary,no,275,no,yes
640,27,management,single,tertiary,no,703,yes,no
641,57,admin.,divorced,unknown,no,887,no,no
642,56,unknown,married,unknown,no,0,no,no
643,53,admin.,single,secondary,no,1178,yes,no
644,39,management,married,tertiary,no,2763,yes,no
645,32,entrepreneur,single,tertiary,no,890,yes,yes
646,46,self-employed,married,secondary,no,548,no,no
647,56,technician,married,tertiary,no,272,no,no
648,46,management,divorced,tertiary,no,6269,yes,no
649,29,entrepreneur,married,secondary,no,178,yes,no
650,60,management,married,primary,no,252,yes,yes
651,33,housemaid,single,tertiary,no,23663,yes,no
652,27,entrepreneur,single,tertiary,no,81,no,no
653,50,self-employed,divorced,tertiary,no,59,yes,no
654,45,services,married,secondary,no,1343,no,yes
655,58,retired,married,secondary,no,225,no,no
656,59,retired,married,primary,no,0,yes,no
657,58,retired,divorced,primary,no,2538,yes,no
658,64,retired,married,primary,no,43,no,no
659,47,technician,married,secondary,no,57,no,no
660,40,management,married,tertiary,no,-117,yes,no
661,36,technician,divorced,secondary,no,666,yes,yes
662,28,management,single,tertiary,no,0,yes,no
663,38,technician,single,tertiary,no,25,yes,no
664,53,entrepreneur,married,primary,no,1034,yes,no
665,46,blue-collar,single,secondary,no,324,yes,no
666,54,technician,married,secondary,no,0,no,no
667,32,management,married,tertiary,no,0,no,no
668,55,management,married,primary,no,621,no,yes
669,55,retired,divorced,secondary,no,138,no,no
670,56,technician,married,secondary,no,4063,no,yes
671,40,blue-collar,married,secondary,no,11084,no,no
672,44,technician,married,secondary,no,310,yes,no
673,32,entrepreneur,married,unknown,no,73,yes,no
674,33,management,married,tertiary,no,1808,yes,no
675,41,unemployed,divorced,secondary,no,1281,no,no
676,37,technician,married,secondary,no,64,yes,no
677,58,management,single,tertiary,no,2,yes,no
678,52,blue-collar,married,secondary,no,60,no,yes
679,49,services,single,secondary,no,133,no,no
680,44,housemaid,married,primary,no,3706,no,no
681,28,admin.,single,unknown,no,174,no,no
682,31,technician,married,secondary,no,251,no,yes
683,37,self-employed,married,secondary,no,4153,yes,no
684,30,technician,single,tertiary,no,985,yes,no
685,28,services,single,secondary,no,168,no,no
686,46,services,married,secondary,no,1550,yes,no
687,47,management,married,tertiary,no,7708,yes,no
688,35,blue-collar,married,primary,no,-12,yes,no
689,80,management,married,primary,no,6483,no,no
690,30,technician,single,tertiary,no,60,yes,yes
691,55,technician,single,secondary,no,3339,yes,no
692,22,student,single,tertiary,no,1161,no,yes
693,33,blue-collar,single,primary,no,599,yes,no
694,53,entrepreneur,married,unknown,no,28,no,no
695,49,management,married,tertiary,no,1430,no,no
696,51,retired,married,secondary,no,35,no,yes
697,41,self-employed,married,tertiary,no,6000,yes,no
698,34,technician,married,secondary,no,0,yes,no
699,36,blue-collar,single,secondary,no,340,no,yes
700,35,entrepreneur,married,tertiary,no,0,no,no
701,29,services,married,secondary,no,3,yes,no
702,40,technician,single,tertiary,no,445,yes,no
703,32,management,divorced,tertiary,no,874,no,no
704,48,blue-collar,married,secondary,no,705,no,no
705,59,retired,married,unknown,no,1033,no,no
706,35,self-employed,divorced,tertiary,no,1354,yes,no
707,33,technician,single,tertiary,no,123,no,no
708,55,retired,married,primary,no,8894,no,no
709,41,blue-collar,married,secondary,no,429,yes,no
710,42,housemaid,married,primary,no,14752,no,no
711,46,blue-collar,married,primary,no,67,no,no
712,35,housemaid,divorced,secondary,no,39,no,no
713,28,technician,single,tertiary,no,102,no,no
714,25,student,single,secondary,no,1790,no,no
715,56,management,single,tertiary,no,15311,no,no
716,30,admin.,single,secondary,no,-635,no,no
717,45,blue-collar,married,secondary,no,115,no,no
718,40,management,married,tertiary,no,10786,no,no
719,40,blue-collar,married,secondary,no,498,yes,no
720,39,blue-collar,married,secondary,no,1045,yes,yes
721,48,entrepreneur,married,tertiary,no,810,no,no
722,31,technician,single,tertiary,no,-162,yes,no
723,32,management,married,tertiary,no,55,no,no
724,34,services,married,secondary,no,586,yes,yes
725,26,technician,single,secondary,no,455,no,no
726,31,management,married,tertiary,no,1010,yes,no
727,37,management,single,tertiary,no,509,yes,no
728,29,student,single,unknown,no,2929,no,no
729,57,technician,married,secondary,no,3071,yes,yes
730,47,management,single,tertiary,no,153,yes,no
731,38,self-employed,single,secondary,no,1146,yes,no
732,48,blue-collar,married,primary,no,1092,no,yes
733,50,management,married,tertiary,no,3463,no,yes
734,33,admin.,married,secondary,no,1158,yes,no
735,28,admin.,single,secondary,no,26,yes,no
736,30,services,single,secondary,no,566,no,no
737,52,technician,divorced,secondary,no,204,no,no
738,36,technician,married,secondary,no,480,no,no
739,36,technician,single,secondary,no,1855,yes,no
740,46,services,married,secondary,no,1034,no,no
741,57,management,married,tertiary,no,3250,no,no
742,28,management,single,secondary,no,1633,no,no
743,46,services,married,secondary,no,0,yes,no
744,55,retired,married,primary,no,3334,no,no
745,33,management,married,tertiary,no,4020,yes,yes
746,53,management,married,secondary,no,66,no,yes
747,41,technician,single,secondary,no,-41,yes,yes
748,60,blue-collar,married,secondary,no,322,yes,no
749,35,entrepreneur,married,primary,no,2643,no,yes
750,43,blue-collar,divorced,primary,no,49,yes,no
751,57,admin.,divorced,primary,no,1,no,no
752,46,admin.,married,secondary,no,3098,yes,no
753,31,blue-collar,married,primary,no,352,yes,no
754,53,technician,married,secondary,no,65,no,no
755,35,blue-collar,married,secondary,no,1949,yes,no
756,32,admin.,single,secondary,no,739,yes,no
757,48,management,married,tertiary,no,1167,yes,yes
758,50,admin.,married,secondary,no,231,yes,no
759,40,blue-collar,married,primary,no,1136,yes,no
760,42,entrepreneur,married,tertiary,no,233,no,no
761,59,admin.,married,secondary,no,817,no,no
762,27,blue-collar,single,primary,no,1128,yes,no
763,32,management,single,tertiary,no,1831,yes,no
764,35,technician,single,secondary,no,450,yes,no
765,28,services,married,secondary,no,0,yes,no
766,37,management,divorced,secondary,no,414,no,no
767,57,management,married,primary,no,1052,yes,no
768,42,admin.,single,secondary,no,1022,yes,no
769,55,admin.,married,primary,no,343,yes,no
770,52,management,married,tertiary,no,1944,yes,no
771,26,blue-collar,single,secondary,no,-32,yes,yes
772,52,technician,married,secondary,no,1781,yes,no
773,26,management,single,tertiary,no,350,no,no
774,33,unemployed,married,secondary,no,2,yes,no
775,24,blue-collar,single,primary,no,111,yes,yes
776,37,management,divorced,tertiary,no,168,yes,no
777,28,technician,single,secondary,no,3,no,no
778,30,technician,single,secondary,no,102,yes,no
779,33,blue-collar,married,primary,no,0,yes,no
780,55,unknown,married,primary,no,159,no,no
781,33,blue-collar,married,secondary,no,1134,yes,no
782,42,blue-collar,married,secondary,no,352,yes,no
783,37,management,married,tertiary,no,865,yes,no
784,59,blue-collar,married,primary,no,179,yes,no
785,27,blue-collar,single,secondary,no,5,yes,no
786,23,student,married,tertiary,yes,-230,yes,no
787,51,management,divorced,tertiary,no,0,no,no
788,50,blue-collar,married,primary,no,3924,yes,no
789,43,technician,married,secondary,no,764,yes,no
790,37,blue-collar,divorced,primary,no,511,yes,no
791,34,management,single,tertiary,no,4348,yes,no
792,41,management,married,tertiary,no,3016,yes,no
793,26,student,single,secondary,no,279,no,no
794,49,management,divorced,tertiary,no,1405,no,no
795,29,blue-collar,single,secondary,no,908,yes,no
796,30,management,single,tertiary,no,162,yes,no
797,38,services,divorced,secondary,no,792,no,no
798,58,management,married,secondary,no,111,no,no
799,34,student,single,unknown,no,1281,no,no
800,53,services,divorced,unknown,no,1012,yes,no
801,50,management,married,tertiary,no,2881,no,no
802,30,blue-collar,single,secondary,no,445,yes,no
803,40,management,married,secondary,no,643,yes,no
804,57,housemaid,single,secondary,no,254,no,no
805,40,management,married,tertiary,no,-1212,yes,no
806,41,technician,married,secondary,no,2125,yes,yes
807,53,technician,divorced,unknown,no,629,yes,no
808,48,blue-collar,married,secondary,no,-202,yes,yes
809,32,technician,single,secondary,no,271,yes,no
810,34,management,married,tertiary,no,703,yes,no
811,46,blue-collar,married,secondary,no,-216,yes,no
812,45,services,divorced,secondary,no,88,no,yes
813,51,admin.,single,tertiary,no,16,yes,no
814,31,management,married,secondary,no,466,yes,no
815,47,technician,married,secondary,no,-75,yes,no
816,32,blue-collar,married,secondary,no,456,no,no
817,41,technician,married,secondary,no,77,yes,no
818,37,services,single,secondary,no,-244,no,no
819,27,blue-collar,single,primary,no,1209,no,no
820,27,services,married,secondary,no,58,yes,no
821,50,management,married,secondary,yes,421,no,no
822,31,management,single,tertiary,no,112,yes,no
823,40,self-employed,married,tertiary,no,13669,no,no
824,43,management,married,tertiary,no,1429,yes,no
825,39,technician,married,tertiary,no,794,no,no
826,31,entrepreneur,single,tertiary,no,1957,no,no
827,48,technician,married,secondary,no,454,yes,no
828,32,blue-collar,single,primary,no,882,no,yes
829,47,unemployed,married,primary,no,168,yes,no
830,35,management,single,tertiary,no,714,yes,no
831,42,management,single,tertiary,no,0,no,no
832,47,blue-collar,married,secondary,no,1996,no,no
833,59,retired,married,secondary,no,163,no,no
834,38,admin.,married,secondary,no,3190,yes,no
835,50,unemployed,married,secondary,no,1772,no,no
836,27,services,single,secondary,no,-151,no,no
837,55,housemaid,married,primary,no,16,no,no
838,39,services,single,secondary,no,7066,yes,no
839,31,technician,single,tertiary,no,454,no,no
840,37,entrepreneur,married,tertiary,no,4798,yes,no
841,28,technician,single,secondary,yes,-298,yes,no
842,42,technician,married,secondary,no,439,no,no
843,40,services,divorced,secondary,no,1927,yes,no
844,59,management,single,secondary,no,671,yes,yes
845,40,services,single,secondary,no,65,yes,no
846,43,technician,married,secondary,no,-932,yes,no
847,38,technician,single,secondary,no,4366,yes,no
848,54,retired,married,primary,no,0,yes,no
849,41,blue-collar,married,secondary,no,4900,yes,no
850,55,housemaid,divorced,primary,no,976,no,no
851,33,management,married,tertiary,no,148,no,no
852,46,blue-collar,married,secondary,no,5,no,no
853,36,management,married,secondary,no,-148,no,no
854,48,technician,divorced,tertiary,no,113,no,yes
855,42,management,married,secondary,no,-105,yes,no
856,46,management,divorced,tertiary,no,624,no,no
857,49,technician,married,secondary,yes,-1680,yes,yes
858,36,blue-collar,married,secondary,no,-461,no,no
859,34,technician,single,tertiary,no,144,yes,yes
860,51,entrepreneur,divorced,tertiary,no,4,yes,yes
861,58,blue-collar,married,primary,no,309,no,no
862,48,management,married,tertiary,no,866,no,no
863,41,admin.,single,secondary,no,1020,yes,no
864,49,self-employed,married,primary,no,489,yes,no
865,43,management,married,primary,no,8167,yes,no
866,32,blue-collar,single,secondary,no,-255,no,yes
867,54,retired,married,secondary,no,3671,no,no
868,33,blue-collar,divorced,primary,no,636,yes,no
869,35,technician,married,secondary,no,141,yes,no
870,56,technician,married,secondary,no,150,yes,yes
871,57,technician,married,secondary,no,839,no,yes
872,31,housemaid,single,primary,no,26965,no,no
873,33,technician,single,secondary,no,716,yes,no
874,29,technician,single,tertiary,no,2485,no,no
875,38,management,single,tertiary,no,15030,yes,no
876,37,admin.,married,secondary,no,11303,no,no
877,33,entrepreneur,married,tertiary,no,595,no,no
878,30,management,single,tertiary,no,19358,no,no
879,31,self-employed,single,secondary,no,203,no,yes
880,28,technician,single,tertiary,no,183,yes,yes
881,26,admin.,single,secondary,no,255,no,no
882,31,technician,single,secondary,no,102,yes,no
883,50,housemaid,divorced,primary,no,94,yes,no
884,45,entrepreneur,married,primary,no,58,yes,no
885,48,management,married,primary,no,606,no,no
886,41,technician,married,secondary,no,0,no,yes
887,60,technician,married,primary,no,65,yes,no
888,41,blue-collar,married,secondary,no,338,yes,no
889,43,blue-collar,married,primary,no,757,yes,no
890,36,management,married,tertiary,no,9269,yes,yes
891,40,blue-collar,married,primary,no,1206,no,yes
892,28,management,single,tertiary,no,882,no,yes
893,27,student,single,tertiary,no,5291,no,no
894,49,management,single,secondary,no,61,yes,no
895,37,technician,married,tertiary,no,0,yes,no
896,31,blue-collar,married,secondary,no,1407,yes,no
897,31,technician,single,secondary,yes,25,no,no
898,31,blue-collar,married,secondary,no,1354,yes,yes
899,35,blue-collar,married,primary,no,793,yes,no
900,51,blue-collar,divorced,unknown,no,10287,yes,no
901,33,technician,single,secondary,no,5235,no,no
902,30,technician,single,tertiary,no,3,yes,no
903,58,technician,single,secondary,no,409,no,yes
904,34,admin.,married,tertiary,no,35,yes,no
905,45,management,married,tertiary,no,-459,no,no
906,28,services,single,secondary,no,198,no,no
907,31,blue-collar,married,primary,no,99,yes,no
908,40,management,married,tertiary,no,60,no,no
909,30,services,single,secondary,no,3485,no,no
910,34,entrepreneur,married,secondary,no,-139,yes,yes
911,40,blue-collar,married,secondary,no,952,no,yes
912,59,retired,married,primary,no,1427,no,no
913,43,technician,single,tertiary,no,1017,yes,no
914,41,management,married,tertiary,no,-29,no,no
915,33,technician,divorced,secondary,no,9,no,no
916,33,management,married,secondary,no,4040,yes,no
917,36,blue-collar,married,secondary,no,13,no,no
918,32,self-employed,single,secondary,no,1259,no,no
919,25,admin.,married,secondary,no,18,yes,no
920,25,blue-collar,married,secondary,no,-76,yes,no
921,38,technician,single,tertiary,no,221,no,no
922,34,management,married,tertiary,no,136,yes,no
923,67,blue-collar,married,secondary,no,16353,no,no
924,32,blue-collar,married,secondary,no,-63,yes,no
925,45,housemaid,married,primary,no,7353,no,no
926,33,blue-collar,married,primary,no,511,yes,no
927,38,admin.,married,primary,no,3913,yes,no
928,32,technician,divorced,secondary,no,1097,yes,no
929,54,retired,divorced,tertiary,no,6102,yes,yes
